"location_id","national","region","district","subcounty","facility","location_name","tx_stock","cases","year","week","q1","q3","iqr","potential_outlier"
"E2jcuqc9IP6","MOH - Uganda","Kampala","Kampala District","Makindye Division","Rhona Medical Centre HC II","Rhona Medical Centre HC II",600,1,2022,22,6.775,204.749999999999,197.974999999999,1
"EBmWiWJFu2L","MOH - Uganda","South Central","Lwengo District","Kkingo Subcounty","Nkoni HC III","Nkoni HC III",30000,75,2022,3,522.6,10234,9711.4,1
"EFkeFVpHY58","MOH - Uganda","South Central","Lyantonde District","Lyantonde Town Council","Good Will Medical Centre Clinic","Good Will Medical Centre Clinic",9728,12,2022,2,23.4,3478.40000000001,3455.00000000001,1
"EU9ZacQmfpW","MOH - Uganda","Kigezi","Kanungu District","Kanungu Town Council","Kanungu HC IV","Kanungu HC IV",268280,95,2022,3,720,48057,47337,1
"EcIA72s0pdw","MOH - Uganda","South Central","Lyantonde District","Lyantonde Town Council","Bulamu Medical Centre HC II","Bulamu Medical Centre HC II",960,15,2022,11,24,352.7,328.7,1
"Eg7Efn5rKSj","MOH - Uganda","North Central","Buvuma District","Lubya Subcounty","Namiti Health Centre HC II","Namiti Health Centre HC II",141884,12,2022,25,20.5,14265,14244.5,1
"F4phb7m6hiz","MOH - Uganda","West Nile","Adjumani District","Pachara Subcounty","Arra HC II","Arra HC II",911880,54,2022,32,28584,115146,86562,1
"FDGxZvsSQrY","MOH - Uganda","West Nile","Obongi District","Itula Subcounty","Kali HC II","Kali HC II",610920,133,2022,30,9432,102759.6,93327.6,1
"FqJORz2AePH","MOH - Uganda","Busoga","Jinja City","Mafubira Subcounty","Lwanda HC II","Lwanda HC II",93600,81,2022,24,535.5,32350.4999999999,31814.9999999999,1
"FtIIuxEaVdq","MOH - Uganda","Busoga","Bugiri District","Bulesa Subcounty","God's Mercy Clinic","God's Mercy Clinic",9360,142,2022,33,72.4,474,401.6,1
"FvZUwmuSrzB","MOH - Uganda","Acholi","Gulu City","Gulu East","Lapeta HC II","Lapeta HC II",2178047,30,2022,10,2286,49195.5,46909.5,1
"Fw6WydOY9UR","MOH - Uganda","Acholi","Omoro District","Lakwana Subcounty","Lujorongole HC II","Lujorongole HC II",428100,174,2022,18,1462.5,52416,50953.5,1
"FzjQcOWAApu","MOH - Uganda","South Central","Kalangala District","Mugoye Subcounty","Kasekulo HC II","Kasekulo HC II",79201,9,2022,10,297,7920,7623,1
"GT8CbxGtA7o","MOH - Uganda","Bugisu","Bulambuli District","Lusha Subcounty","Bumwambu HC III","Bumwambu HC III",198000,11,2022,16,93,77166.0000000001,77073.0000000001,1
"GTtwaqeomFa","MOH - Uganda","Kigezi","Kisoro District","Rubuguri Town Council","Rubuguri HC IV","Rubuguri HC IV",2047200,5,2022,36,20958.75,27948.9,6990.15,1
"GaSVQD2cOzL","MOH - Uganda","Kampala","Kampala District","Rubaga Division","Saidina Abubakar Nursing Home HC III","Saidina Abubakar Nursing Home HC III",87840,8,2022,22,360,4676.25,4316.25,1
"GjiT4Fcwj6P","MOH - Uganda","North Central","Kyankwanzi District","Gayaza Subcounty","Kiyuni HC III","Kiyuni HC III",155120,59,2022,37,454.5,50935.5,50481,1
"Gs4nX12jUeA","MOH - Uganda","West Nile","Yumbe District","Yumbe Town Council","Yumbe HC IV","Yumbe HC IV",155282040,102,2022,52,47865,1342155,1294290,1
"GydLR8lY7Qw","MOH - Uganda","West Nile","Madi-Okollo District","Rigbo Subcounty","Oduobu HC III","Oduobu HC III",972360,440,2022,24,8032.5,136973.625,128941.125,1
"GzIVh9blxSN","MOH - Uganda","Acholi","Agago District","Omot Subcounty","Omot HC II","Omot HC II",2256360,317,2022,24,1387.5,747150,745762.5,1
"Gzi0wE7W18v","MOH - Uganda","Kigezi","Rukiga District","Rwamucucu Subcounty","Mparo Prison HC II","Mparo Prison HC II",39780,NA,2022,1,103.3,7196.62499999989,7093.32499999989,1
"H5qRrAmreYp","MOH - Uganda","West Nile","Madi-Okollo District","Uleppi Subcounty","St. Luke Katiyi HC III","St. Luke Katiyi HC III",45700,18,2022,15,307.5,11475,11167.5,1
"H8IwuI5HbgB","MOH - Uganda","West Nile","Yumbe District","Midigo Subcounty","Midigo HC IV","Midigo HC IV",1661800,249,2022,25,453.75,413855,413401.25,1
"HHk9WUPh2xf","MOH - Uganda","South Central","Sembabule District","Mijwala Subcounty","Kasaalu HC II","Kasaalu HC II",288000,24,2022,13,1440,106560,105120,1
"HRUwvJnV3yt","MOH - Uganda","Ankole","Isingiro District","Kaberebere Town Council","Kikokwa HC III","Kikokwa HC III",587880,11,2022,18,2544,82266,79722,1
"HXap310Pwnz","MOH - Uganda","Tooro","Kamwenge District","Rukunyu Town Council","Rukunyu Hospital","Rukunyu Hospital",2130840,139,2022,41,969.15,771389.999999996,770420.849999996,1
"HXq1Fb10i3f","MOH - Uganda","Teso","Katakwi District","Katakwi Town Council","Katakwi Prisons HC II","Katakwi Prisons HC II",53997,2,2022,4,273.4,5264.7,4991.3,1
"HZQq912GC0O","MOH - Uganda","South Central","Kyotera District","Kyebe Subcounty","Minziiro HC II","Minziiro HC II",1500,56,2022,22,20.2,597.7,577.5,1
"HbRR9Kem65L","MOH - Uganda","Tooro","Kamwenge District","Kabambiro Subcounty","Kabambiro HC III","Kabambiro HC III",2789630,83,2022,34,28352.75,902067.5,873714.75,1
"Hudt7sgd2Gu","MOH - Uganda","West Nile","Yumbe District","Kochi Subcounty","Koro Health Centre HC III","Koro Health Centre HC III",709488,167,2022,34,939,129285,128346,1
"I3q42sKAJua","MOH - Uganda","Bukedi","Tororo District","Kwapa Subcounty","Atangi HC III","Atangi HC III",4574160,132,2022,34,1254,545399.999999988,544145.999999988,1
"ILr03pFmrva","MOH - Uganda","Ankole","Bushenyi District","Kyabugimbi Town Council","Kyabugimbi HC IV","Kyabugimbi HC IV",20160,14,2022,52,180,6080,5900,1
"IOqy7sFGqVv","MOH - Uganda","Busoga","Bugiri District","Kapyanga Subcounty","Bugoyozi HC II","Bugoyozi HC II",437500,111,2022,26,1264.5,173899,172634.5,1
"IfRYINCb1dC","MOH - Uganda","Teso","Kumi District","Northern Division (Kumi MC)","Kumi Prison HC II","Kumi Prison HC II",333864,1,2022,17,3625.6,63120,59494.4,1
"IgDdvRDyk3K","MOH - Uganda","Karamoja","Nakapiripirit District","Moruita Subcounty","Karinga HC II","Karinga HC II",91360,25,2022,27,720,27139.9999999998,26419.9999999998,1
"IthQ06bKLDY","MOH - Uganda","Tooro","Bunyangabu District","Kiyombya Subcounty","Nyamiseke HC II","Nyamiseke HC II",72000,4,2022,16,720,23265,22545,1
"IuVsQCPk19T","MOH - Uganda","West Nile","Madi-Okollo District","Rigbo Subcounty","Olujobo HC III","Olujobo HC III",1054000,331,2022,48,13520,263700,250180,1
"J030lvmEXQ2","MOH - Uganda","West Nile","Madi-Okollo District","Okollo Subcounty","Akino HC II","Akino HC II",153546165,277,2022,30,31863,1189686.625,1157823.625,1
"JAPYJGfV0VY","MOH - Uganda","West Nile","Koboko District","Southern Division (Koboko MC)","Koboko Hospital","Koboko Hospital",1740600,140,2022,32,2791.5,370768.5,367977,1
"JWY3IEK3xHs","MOH - Uganda","South Central","Bukomansimbi District","Kibinge Subcounty","Legacy Medical Center HC II","Legacy Medical Center HC II",121860,50,2022,18,111,46897.5,46786.5,1
"JbCOhUCNMdN","MOH - Uganda","West Nile","Yumbe District","Odravu Subcounty","Igamara Health Centre HC III","Igamara Health Centre HC III",826200,218,2022,21,2384,59868,57484,1
"JlWZ3wAo04I","MOH - Uganda","Ankole","Ntungamo District","Nyabihoko Subcounty","Karuruma HC III","Karuruma HC III",288980,55,2022,48,1410,101987.999999999,100577.999999999,1
"K97Ta0zw1QG","MOH - Uganda","Ankole","Rubirizi District","Katunguru Subcounty","Kashaka HC II","Kashaka HC II",199440,1,2022,43,2187,41166,38979,1
"KDkEBufisia","MOH - Uganda","Teso","Katakwi District","Palam Subcounty","Palam HC II","Palam HC II",506700,NA,2022,36,12486.6,102968.999999999,90482.3999999988,1
"KUFnXlL4bk3","MOH - Uganda","Kampala","Kampala District","Kawempe Division","Abii Clinic HC IV","Abii Clinic HC IV",4111,NA,2022,2,200.225,676.55,476.325,1
"KXlCdKDSE53","MOH - Uganda","Kampala","Kampala District","Nakawa Division","Lifelink (Ntinda) Hospital","Lifelink (Ntinda) Hospital",27668,27,2022,34,42.225,336,293.775,1
"KabGzoH7k7H","MOH - Uganda","Teso","Soroti District","Lalle Subcounty","Lalle HC II","Lalle HC II",990000,133,2022,52,540,216360,215820,1
"KuCGJjeYQS4","MOH - Uganda","Tooro","Kasese District","Muhokya Subcounty","Muhokya HC III","Muhokya HC III",3960180,32,2022,34,945,368576.2,367631.2,1
"LPJ8Gxge7ig","MOH - Uganda","Acholi","Gulu City","Gulu West","St. Philip HC II","St. Philip HC II",124480800,166,2022,36,2826,35121986.9999999,35119160.9999999,1
"LUBH6P4iI1O","MOH - Uganda","Busoga","Mayuge District","Bukatube Subcounty","Bukaleeba HC II","Bukaleeba HC II",313298,73,2022,35,325.5,67965.8999999996,67640.3999999996,1
"LVFyV61bpdi","MOH - Uganda","Busoga","Kamuli District","Southern Division (Kamuli MC)","Kamuli Hospital","Kamuli Hospital",51783120,348,2022,25,59413,3871312,3811899,1
"LjUZlO3qZce","MOH - Uganda","North Central","Kiboga District","Kyekumbya Subcounty","Buninga HC III","Buninga HC III",351900,92,2022,21,14760,109404.000000001,94644.0000000009,1
"Lq5bORbEZDi","MOH - Uganda","West Nile","Adjumani District","Ukusijoni Subcounty","Maaji A HC II","Maaji A HC II",289800,62,2022,51,28809,116325,87516,1
"Lrcueou5ksf","MOH - Uganda","Kampala","Kampala District","Rubaga Division","Milne Medical Centre HC II","Milne Medical Centre HC II",50060,12,2022,29,406,9312,8906,1
"M4MwhMwJhKx","MOH - Uganda","Bukedi","Kibuku District","Kakutu Subcounty","Lyama HC II","Lyama HC II",5750856,266,2022,39,42.225,493920,493877.775,1
"M8hfqf9VtRV","MOH - Uganda","West Nile","Koboko District","Southern Division (Koboko MC)","Koboko Prison HC II","Koboko Prison HC II",84640,20,2022,34,725,15746.4,15021.4,1
"MH0SVcF6X2F","MOH - Uganda","North Central","Luwero District","Bombo Town Council","Bombo General Military Hospital","Bombo General Military Hospital",512633520,43,2022,13,1662.375,17864775,17863112.625,1
"MUxAV5pwDbk","MOH - Uganda","West Nile","Yumbe District","Kuru Subcounty","Yumbe Regional Referral Hospital","Yumbe Regional Referral Hospital",7584844,164,2022,11,8142.45,1331748,1323605.55,1
"MVYYKgICwep","MOH - Uganda","Lango","Alebtong District","Abia Subcounty","Oteno HC II","Oteno HC II",288000,78,2022,47,1404,77327.9999999994,75923.9999999994,1
"MZbJgNwxaTe","MOH - Uganda","Bunyoro","Kiryandongo District","Kiryandongo Subcounty","Kiroko HC II","Kiroko HC II",1000440,129,2022,28,19260,214902.000000001,195642.000000001,1
"MaEE8FrNaK7","MOH - Uganda","North Central","Kayunga District","Busaana Town Council","St. Paul Domiciliary Clinic HC II","St. Paul Domiciliary Clinic HC II",180,16,2022,24,19.125,80.9999999999997,61.8749999999997,1
"MbcT4a29kOV","MOH - Uganda","West Nile","Moyo District","Aluru Subcounty","Opiro HC II","Opiro HC II",1157400,60,2022,26,13457.85,219977.999999997,206520.149999997,1
"MsrKKJaEXiV","MOH - Uganda","South Central","Lyantonde District","Kaliiro Subcounty","Kaliiro HC III","Kaliiro HC III",199440,82,2022,21,1440,41760,40320,1
"NNIbG3x0vW4","MOH - Uganda","Busoga","Bugiri District","Eastern Division (Bugiri MC)","Bugiri MC HC III","Bugiri MC HC III",922880,84,2022,50,1152.8,294016.000000002,292863.200000002,1
"NQaX9PnpOiB","MOH - Uganda","Bunyoro","Kagadi District","Bwikara Subcounty","Bwikara HC III","Bwikara HC III",1872000,149,2022,31,140,543329.999999994,543189.999999994,1
"NmZiWvRQ5nG","MOH - Uganda","Tooro","Kyegegwa District","Mpara Subcounty","Mukondo HC II","Mukondo HC II",766620,408,2022,23,9504.75,223322.25,213817.5,1
"NnCBsNdKT4X","MOH - Uganda","South Central","Wakiso District","Katabi Town Council","Nalugala HC II","Nalugala HC II",688400,17,2022,32,34524,88813.9999999991,54289.9999999991,1
"O47np90Wlxj","MOH - Uganda","South Central","Wakiso District","Mende Subcounty","Show Mercy Medical Clinic HC II","Show Mercy Medical Clinic HC II",1189230,NA,2022,39,995.85,412869.299999999,411873.449999999,1
"OBzDS4sx5fq","MOH - Uganda","South Central","Sembabule District","Mateete Subcounty","Mitete HC II","Mitete HC II",214201,53,2022,38,2736,58535.9999999999,55799.9999999999,1
"OZm6EKHBeMU","MOH - Uganda","Busoga","Jinja City","Mafubira Subcounty","St. Benedict's HC III","St. Benedict's HC III",99100,25,2022,28,1409.5,29077.4999999997,27667.9999999997,1
"OeBKA5gCBXG","MOH - Uganda","Lango","Apac District","Akere Division","Apac Hospital","Apac Hospital",33333540,366,2022,29,39053.5,1656433.49999995,1617379.99999995,1
"OeJNhyifqPp","MOH - Uganda","Busoga","Luuka District","Bukooma Subcounty","Naigobya Lutheran HC II","Naigobya Lutheran HC II",480,2,2022,10,13.2,172.800000000001,159.600000000001,1
"OoVeZj9sCqA","MOH - Uganda","Tooro","Bundibugyo District","Busunga Town Council","Miracle Medical Center HC II","Miracle Medical Center HC II",2400,24,2022,37,25.625,839,813.375,1
"OwDder9Wkwn","MOH - Uganda","Tooro","Kabarole District","Mugusu Subcounty","Nyabuswa HC III","Nyabuswa HC III",120960,3,2022,9,1080,35136.0000000003,34056.0000000003,1
"PQ5WTEpxw8U","MOH - Uganda","Acholi","Gulu District","Owalo Subcounty","Lugore Prisons HC II","Lugore Prisons HC II",1058640,110,2022,23,15146,145805.999999999,130659.999999999,1
"PaFDdt89chv","MOH - Uganda","Acholi","Nwoya District","Purongo Subcounty","Wiianaka HC II","Wiianaka HC II",71200,24,2022,23,284,22860,22576,1
"PeqFGkxMSjw","MOH - Uganda","Acholi","Lamwo District","Lamwo Town Council","Pearl Medical Center Clinic","Pearl Medical Center Clinic",6724,5,2022,48,74.2,1240.3,1166.1,1
"Pgi000QNqrV","MOH - Uganda","Kigezi","Kisoro District","Nyarusiza Subcounty","Nyarusiza HC III","Nyarusiza HC III",21600,3,2022,48,68.4,8280,8211.6,1
"Qh9kLj8ETu6","MOH - Uganda","Tooro","Kasese District","Kyarumba Subcounty","St. Francis Of Assis-Kitabu HC III","St. Francis Of Assis-Kitabu HC III",165240,16,2022,6,720,32760,32040,1
"REtjx4sVLdw","MOH - Uganda","Bukedi","Tororo District","Iyolwa Subcounty","Nyiemera HC II","Nyiemera HC II",564300,NA,2022,38,2766.4,80388,77621.6,1
"RXMQeaZcjjG","MOH - Uganda","North Central","Kyankwanzi District","Mulagi Subcounty","Nalinya Ndagire HC III","Nalinya Ndagire HC III",3394200,110,2022,20,6525,54450,47925,1
"RnXpcMWI5Zu","MOH - Uganda","West Nile","Yumbe District","Odravu Subcounty","Abiriamajo HC II","Abiriamajo HC II",14351500,243,2022,43,7873.1,208114.2,200241.1,1
"RndGp2J7TuE","MOH - Uganda","Ankole","Buhweju District","Kajani Town Council","Butare HC III","Butare HC III",78300,234,2022,18,211.25,10071.15,9859.9,1
"RoJa3Jeg1ia","MOH - Uganda","West Nile","Terego District","Odupi Subcounty","Tank79 HC II","Tank79 HC II",690200,178,2023,1,2250,67203,64953,1
"Rt3qVzr4uqK","MOH - Uganda","Karamoja","Moroto District","Katikekile Subcounty","Kakingol HC III","Kakingol HC III",211140,15,2022,4,19800,57240,37440,1
"SElLcUjqrGg","MOH - Uganda","South Central","Kyotera District","Kyotera Town Council","Mitukula HC III","Mitukula HC III",1551460,85,2022,3,42630,152640,110010,1
"SF33CGHTeUn","MOH - Uganda","Acholi","Pader District","Atanga Town Council","Atanga HC III","Atanga HC III",708020,129,2022,46,120,95220,95100,1
"SG6IU1tMViT","MOH - Uganda","Kampala","Kampala District","Rubaga Division","Upland Clinic (Nateete) HC II","Upland Clinic (Nateete) HC II",120,NA,2022,46,2,42.2999999999996,40.2999999999996,1
"SYB67Y2wfuD","MOH - Uganda","South Central","Sembabule District","Sembabule Town Council","Ssembabule HC IV","Ssembabule HC IV",1351800,88,2022,26,3271.5,147595.5,144324,1
"Sg3h27N489f","MOH - Uganda","Tooro","Kamwenge District","Biguli Town Council","Biguli HC III","Biguli HC III",1537020,202,2022,17,18500,411300,392800,1
"Sj7ljAIcmjq","MOH - Uganda","Teso","Amuria District","Asamuk Subcounty","Asamuk HC III","Asamuk HC III",796860,294,2022,44,84600,215100,130500,1
"SotbYUljYZa","MOH - Uganda","Bukedi","Tororo District","Paya Subcounty","Paya HC III","Paya HC III",1455880,539,2022,29,338.1,163008,162669.9,1
"SpjkBGXlDXd","MOH - Uganda","Tooro","Kyegegwa District","Kasule Subcounty","Bugogo HC II","Bugogo HC II",523400,60,2022,43,2078,101595.499999999,99517.4999999994,1
"SpmGH121j45","MOH - Uganda","Bunyoro","Masindi District","Nyangahya Division","Biizi HC II","Biizi HC II",888920,32,2022,23,8139.6,352321.999999999,344182.399999999,1
"SuNPmvsGklv","MOH - Uganda","Bunyoro","Hoima District","Buseruka Subcounty","Kabaale HC III","Kabaale HC III",691200,101,2022,37,4111.5,102959.999999998,98848.4999999982,1
"T2B10TYgbU5","MOH - Uganda","Bunyoro","Kikuube District","Kiziranfumbi Subcounty","Munteme HC III","Munteme HC III",24840,NA,2022,26,30,2894.40000000003,2864.40000000003,1
"TEmxmKVJJPa","MOH - Uganda","Kigezi","Kisoro District","Nyabwishenya Subcounty","Gasovu HC III","Gasovu HC III",18010,3,2022,23,720,6354,5634,1
"TGO08DZfxK1","MOH - Uganda","Lango","Apac District","Apoi Subcounty","Ayago HC II","Ayago HC II",461040,60,2022,17,1629,77184,75555,1
"TOwFMUTd1XN","MOH - Uganda","Busoga","Mayuge District","Kigandalo Subcounty","Kigandalo HC IV","Kigandalo HC IV",207200,161,2022,3,693,80127.9999999996,79434.9999999996,1
"TlxoPDOx1hp","MOH - Uganda","South Central","Sembabule District","Ntuusi Subcounty","Bulongo HC II","Bulongo HC II",98640,21,2022,9,1375.2,37080.0000000001,35704.8000000001,1
"Tx5FyPUZlLM","MOH - Uganda","South Central","Rakai District","Byakabanda Subcounty","Kyempewo HC II","Kyempewo HC II",1103680,182,2022,32,16920,151546.5,134626.5,1
"Tyxrv2J0s0m","MOH - Uganda","Karamoja","Abim District","Nyakwae Subcounty","Oreta HC II","Oreta HC II",564300,NA,2022,37,151.5,75203.9999999999,75052.4999999999,1
"U1aETxtSI4A","MOH - Uganda","Karamoja","Karenga District","Kapedo Subcounty","Kapedo HC III","Kapedo HC III",465580,57,2022,48,119322,218727,99404.9999999999,1
"U4VqFHT72Eu","MOH - Uganda","Tooro","Bundibugyo District","Busunga Town Council","Busunga HC II","Busunga HC II",731216,64,2022,26,28822.5,199014.3,170191.8,1
"UJeBuAmnnuk","MOH - Uganda","Karamoja","Moroto District","Northern Division (Moroto MC)","Dmos Clinic HC II","Dmos Clinic HC II",52200,92,2022,39,219.85,17095.5,16875.65,1
"UWGEublptUq","MOH - Uganda","Tooro","Kasese District","Bwera Subcounty","Bwera Prison Clinic","Bwera Prison Clinic",8954,NA,2022,4,1267.975,4102.39999999999,2834.42499999999,1
"UjzNIbYwQ7x","MOH - Uganda","North Central","Mukono District","Seeta-Namuganga Subcounty","Seeta Kasawo HC II","Seeta Kasawo HC II",217800,53,2022,4,6643.7,53324.9999999997,46681.2999999997,1
"UshPWo8oKzc","MOH - Uganda","Tooro","Kasese District","Mahango Subcounty","Mahango HC III","Mahango HC III",1060480,NA,2022,36,1161,137340,136179,1
"V1elCZIHIcR","MOH - Uganda","Kampala","Kampala District","Central Division (Kampala CCA)","Norvik Hospital","Norvik Hospital",1095,10,2022,44,22.7,204,181.3,1
"V27Y8nNYfSH","MOH - Uganda","Kigezi","Rukiga District","Kamwezi Subcounty","Nyakihanga HC II","Nyakihanga HC II",8000,NA,2022,8,100.3,2340,2239.7,1
"V82U3uA6Zbp","MOH - Uganda","Ankole","Kiruhura District","Kiruhura Town Council","Kiruhura Nyakasharara HC II","Kiruhura Nyakasharara HC II",52380,3,2022,37,2340,15840,13500,1
"VC8mMNDQFJ8","MOH - Uganda","South Central","Rakai District","Lwanda Subcounty","Kayayumbe HC II","Kayayumbe HC II",99084,70,2023,1,384.8,15363.2,14978.4,1
"VXTxQRCiH2C","MOH - Uganda","South Central","Mpigi District","Muduma Subcounty","Nswanjere HC III","Nswanjere HC III",128880,13,2022,51,402.75,16658.9999999995,16256.2499999995,1
"VxVlteqdqp3","MOH - Uganda","Kampala","Kampala District","Central Division (Kampala CCA)","Mengo Doctors Clinic HC II","Mengo Doctors Clinic HC II",4821,5,2022,47,23.4,583.57499999998,560.174999999981,1
"W0HJiRNXyec","MOH - Uganda","Bukedi","Budaka District","Nansanga Subcounty","Nansanga HC III","Nansanga HC III",530100,283,2022,36,549,157122,156573,1
"W5vxwFIhtEY","MOH - Uganda","Ankole","Ibanda District","Ishongororo Town Council","Kiburara Prison HC II","Kiburara Prison HC II",440644,20,2022,10,19539,78453,58914,1
"WHVbek1utH5","MOH - Uganda","West Nile","Moyo District","Aluru Subcounty","Lama HC III","Lama HC III",1369440,47,2022,4,6874.5,354667.5,347793,1
"WY3yVWM5gaL","MOH - Uganda","Teso","Soroti District","Gweri Subcounty","Gweri HC III","Gweri HC III",850850,155,2022,42,720,244620,243900,1
"WgmL7qQcVxV","MOH - Uganda","Acholi","Kitgum District","Labongo Layamo Subcounty","Loborom HC III","Loborom HC III",774400,370,2022,40,630,278650,278020,1
"WiDK75EptX5","MOH - Uganda","Kigezi","Kanungu District","Kihihi Town Council","Kihihi HC IV","Kihihi HC IV",1127260,54,2022,31,29078,188910,159832,1
"Wmc36bI5m96","MOH - Uganda","Ankole","Ibanda District","Bufunda Division","Bufunda HC III","Bufunda HC III",2539870,66,2022,27,17163,252733.5,235570.5,1
"WqoBdlGeBgn","MOH - Uganda","North Central","Mityana District","Ttamu Division","Magala HC III","Magala HC III",1870920,50,2022,18,15043,391145.475,376102.475,1
"Wtx8GzEga6v","MOH - Uganda","Tooro","Bundibugyo District","Nyahuka Town Council","Nyahuka HC IV","Nyahuka HC IV",660960,276,2022,30,6065,236812.5,230747.5,1
"X3ZIaE3ccDb","MOH - Uganda","Tooro","Kasese District","Nyakiyumbu Subcounty","Mushenene HC III","Mushenene HC III",90000,10,2022,28,143.525,16289.9999999999,16146.4749999999,1
"X7iYabwpJfR","MOH - Uganda","South Central","Kyotera District","Mutukula Town Council","Mutukula HC III","Mutukula HC III",658600,72,2022,8,86.6499999999997,77950,77863.35,1
"XI4OsjZYmtZ","MOH - Uganda","Tooro","Kasese District","Nyamwamba Division","Kasese Municipal Council HC III","Kasese Municipal Council HC III",569400,144,2022,40,594,217005,216411,1
"XJMwYIWSmOO","MOH - Uganda","Bukedi","Tororo District","Iyolwa Subcounty","Iyolwa HC III","Iyolwa HC III",1047900,NA,2022,31,3975,252487.199999999,248512.199999999,1
"XRMXI2fhgoK","MOH - Uganda","Tooro","Kyenjojo District","Butiiti Town Council","Butiiti HC III","Butiiti HC III",702000,66,2022,52,48796,246600,197804,1
"XWqf7PB1OaR","MOH - Uganda","Ankole","Isingiro District","Isingiro Town Council","Rwekubo HC IV","Rwekubo HC IV",1687480,83,2022,52,13959,126594,112635,1
"XazfKCvCCLS","MOH - Uganda","Lango","Amolatar District","Amolatar Town Council","Amolatar HC IV","Amolatar HC IV",1082480,315,2022,24,360,184938.999999997,184578.999999997,1
"XwhywEC2nrF","MOH - Uganda","South Central","Rakai District","Kiziba Subcounty (Rakai District)","Lwensinga HC II","Lwensinga HC II",8746200,140,2022,46,92286,960636.9,868350.9,1
"Y6HWuEiOwo8","MOH - Uganda","Acholi","Nwoya District","Anaka Town Council","St. Francis HC II","St. Francis HC II",60000,32,2022,13,631.375,17980,17348.625,1
"Y7AAzZu1IrM","MOH - Uganda","North Central","Kayunga District","Nazigo Town Council","Nazigo HC III","Nazigo HC III",799200,90,2022,9,5931,127682.999999998,121751.999999998,1
"YQHYY7tXAcO","MOH - Uganda","Kigezi","Rukungiri District","Eastern Division (Rukungiri MC)","North Kigezi HC IV","North Kigezi HC IV",95494,5,2022,52,64,8000.35000000001,7936.35000000001,1
