"location_id","national","region","district","subcounty","facility","location_name","tx_stock","cases","year","week","q1","q3","iqr","potential_outlier"
"i8bLQB8OE5I","MOH - Uganda","West Nile","Yumbe District","Romogi Subcounty","Twajiji Health Centre HC III","Twajiji Health Centre HC III",79918380,251,2022,45,1127.65,295438.5,294310.85,1
"iRuin8Wmvzp","MOH - Uganda","Acholi","Gulu City","Gulu East","Healing Hand Medical Centre","Healing Hand Medical Centre",2210,39,2022,35,120,620,500,1
"iWJI9r3QCDh","MOH - Uganda","Ankole","Ntungamo District","Nyamukana Town Council","Nyongozi HC II","Nyongozi HC II",229100,10,2022,4,2506,31701.4999999997,29195.4999999997,1
"ifSPcuzT8Iw","MOH - Uganda","Acholi","Agago District","Lapono Subcounty","Ogwang Kamolo HC II","Ogwang Kamolo HC II",1306698,99,2022,21,12243,254323.949999998,242080.949999998,1
"io8JhubppQo","MOH - Uganda","South Central","Kyotera District","Kyotera Town Council","Kyotera Med. Centre HC III","Kyotera Med. Centre HC III",960,15,2022,7,33.15,384,350.85,1
"j0I9qHOtVIw","MOH - Uganda","Ankole","Kazo District","Burunga Subcounty","Burunga HC III","Burunga HC III",545040,47,2022,6,4211.1,139614,135402.9,1
"jEWfNHf8Ayt","MOH - Uganda","Bunyoro","Kibaale District","Kasimbi Subcounty","Alustin HC III","Alustin HC III",51064,59,2022,52,67.675,7026.6,6958.925,1
"jOTn54eudpu","MOH - Uganda","Bukedi","Tororo District","Magola Subcounty","Papoli HC III","Papoli HC III",17300,NA,2022,25,24.6,1617.5,1592.9,1
"jRxAHetpkG8","MOH - Uganda","Lango","Kwania District","Aduku Town Council","King of Peace Clinic","King of Peace Clinic",28880,40,2022,48,288.8,4536,4247.2,1
"jUKfBoACXvI","MOH - Uganda","Tooro","Kasese District","Ihandiro Subcounty","Bubothyo HC II","Bubothyo HC II",259200,65,2022,14,758.25,101492.999999999,100734.749999999,1
"k8HLe4uciRP","MOH - Uganda","West Nile","Yumbe District","Yumbe Town Council","Umoja Clinic","Umoja Clinic",623520,71,2022,20,179.4,32543.9999999982,32364.5999999982,1
"kG0Pg9QsbJM","MOH - Uganda","Acholi","Gulu City","Gulu West","St. Nektarios Orthodox HC III","St. Nektarios Orthodox HC III",82440,97,2022,45,82.5,27582,27499.5,1
"kjrZmlTqV89","MOH - Uganda","Ankole","Ntungamo District","Ntungamo Subcounty","Nyarubare HC II","Nyarubare HC II",295200,5,2022,25,1287,28138,26851,1
"kvNr0D5clU1","MOH - Uganda","Tooro","Bundibugyo District","Sindila Subcounty","Kakuka HC III","Kakuka HC III",856556,304,2022,22,1011,147866.4,146855.4,1
"kvZH9oA6jkJ","MOH - Uganda","Karamoja","Moroto District","Nadunget Subcounty","Loputuk HC III","Loputuk HC III",90002575,48,2022,43,433.5,23958,23524.5,1
"l5C1tkKf11K","MOH - Uganda","Teso","Amuria District","Abarilela Subcounty","Ongutoi HC III","Ongutoi HC III",24000,18,2022,40,604.8,5859.6,5254.8,1
"lH80zq7z1Hg","MOH - Uganda","South Central","Butambala District","Ngando Subcounty","Ngando HC III","Ngando HC III",250220,42,2022,26,3978,48600,44622,1
"lYgSWrePvFh","MOH - Uganda","Bukedi","Tororo District","Western Division (Tororo MC)","Divine Mercy (Tororo) Hospital","Divine Mercy (Tororo) Hospital",21000,NA,2022,25,65.25,3325,3259.75,1
"mH1WkMQFPY1","MOH - Uganda","North Central","Mukono District","Kisoga Town Council","Kisoga Mirembe Maria HC II","Kisoga Mirembe Maria HC II",31100,5,2022,51,47.85,7193.97499999996,7146.12499999996,1
"mQss6Xw8lxM","MOH - Uganda","Tooro","Fort Portal City","Central Division","Great Lakes Hospital","Great Lakes Hospital",2400,1,2022,52,18,726.000000000003,708.000000000003,1
"mWaRCpc5hPU","MOH - Uganda","South Central","Kalangala District","Bufumira Subcounty","Bufumira HC III","Bufumira HC III",390294,NA,2022,44,12.225,480,467.775,1
"mpAh5EDvfVT","MOH - Uganda","West Nile","Terego District","Omugo Subcounty","Widi(Omugo Extention) HC III","Widi(Omugo Extention) HC III",2808000,241,2022,6,6318,416077.5,409759.5,1
"muTxqZACHER","MOH - Uganda","Bunyoro","Masindi District","Kiruli Subcounty","Kitanyata HC II","Kitanyata HC II",145300,21,2022,14,294,37360.9999999997,37066.9999999997,1
"muwJAkGOjj5","MOH - Uganda","Bukedi","Pallisa District","Kamuge Town Council","Kamuge HC III","Kamuge HC III",40326480,238,2022,46,427.5,1349495,1349067.5,1
"n5SQNdlBw2w","MOH - Uganda","West Nile","Yumbe District","Drajini Subcounty","Mongoyo HC II","Mongoyo HC II",1761120,304,2022,18,4149,175248,171099,1
"o3GWM4VVhQy","MOH - Uganda","Acholi","Gulu City","Gulu East","Reproductive Health Uganda (Gulu) HC II","Reproductive Health Uganda (Gulu) HC II",720,1,2022,2,28.95,257.349999999999,228.399999999999,1
"o5I1o1YMVxP","MOH - Uganda","West Nile","Maracha District","Obiba Subcounty","Eliofe HC III","Eliofe HC III",904924,167,2022,17,4429,177120,172691,1
"o7OluoErEud","MOH - Uganda","Bunyoro","Hoima City","Central Ward","Hoima Police HC III","Hoima Police HC III",3554240,1,2022,2,8523,569901.499999996,561378.499999996,1
"oTXa14pgh8f","MOH - Uganda","South Central","Kalangala District","Kalangala Town Council","Kalangala HC IV","Kalangala HC IV",173650,13,2022,52,1014.8,25474,24459.2,1
"oYdsJ8kS1JS","MOH - Uganda","Acholi","Omoro District","Koro Subcounty","Koro Abili HC II","Koro Abili HC II",441000,23,2022,27,11880,74697,62817,1
"odJGvwu2B5W","MOH - Uganda","Tooro","Kyenjojo District","Kyenjojo Town Council","Kyenjojo Prison HC II","Kyenjojo Prison HC II",76720,NA,2022,5,61.7,23386.0999999999,23324.3999999999,1
"olEYjGeLyZf","MOH - Uganda","North Central","Luwero District","Bombo Town Council","Nakatonya HC III","Nakatonya HC III",116640,27,2022,39,360.9,33300,32939.1,1
"olglSUQuS07","MOH - Uganda","Kampala","Kampala District","Makindye Division","Kansanga Domicilliary Clinic HC II","Kansanga Domicilliary Clinic HC II",9666,2,2022,26,12,426,414,1
"oviT3cugAEz","MOH - Uganda","South Central","Lwengo District","Kisekka Subcounty","Kiwangala HC IV","Kiwangala HC IV",1234480,138,2022,13,447.5,175780.999999997,175333.499999997,1
"oyfr6zwE7bz","MOH - Uganda","Tooro","Bundibugyo District","Kasitu Subcounty","Kyondo (Bundibugyo) HC II","Kyondo (Bundibugyo) HC II",24113880,NA,2022,17,5499.85,1265076,1259576.15,1
"ozM66An1522","MOH - Uganda","Ankole","Ibanda District","Rukiri Subcounty","Mabonwa HC II","Mabonwa HC II",613484,40,2022,26,25569.6,212208.099999999,186638.499999999,1
"pQDmyQ0AA41","MOH - Uganda","Karamoja","Kotido District","Panyangara Subcounty","Kamoru HC II","Kamoru HC II",129600,75,2022,33,2020.15,49680,47659.85,1
"pZhYWxNWH94","MOH - Uganda","Karamoja","Abim District","Lotuke Subcounty","Orwamuge HC III","Orwamuge HC III",336000,70,2022,50,32.925,50519.9999999996,50487.0749999996,1
"pk373UmcJEF","MOH - Uganda","Lango","Alebtong District","Abako Subcounty","Alanyi HC III","Alanyi HC III",307800,38,2022,49,603.6,38938.5,38334.9,1
"pkhPSHZSnr3","MOH - Uganda","Acholi","Lamwo District","Palabek Ogili Subcounty","Akworo HC II","Akworo HC II",411940,781,2022,40,1966.05,60993,59026.95,1
"ppt2wpU7IP6","MOH - Uganda","Ankole","Sheema District","Central Division (Sheema MC)","Mushanga HC III","Mushanga HC III",900,2,2022,18,30,168.749999999999,138.749999999999,1
"pulKKykB9je","MOH - Uganda","Acholi","Lamwo District","Padibe West Subcounty","Madi Kiloch HC II","Madi Kiloch HC II",115200,75,2022,31,247.2,27306,27058.8,1
"q4C8iOvwk7A","MOH - Uganda","Tooro","Kasese District","Ihandiro Subcounty","Ihandiro HC III","Ihandiro HC III",9e+05,21,2022,15,740,236736.000000002,235996.000000002,1
"qKGMj34R5qZ","MOH - Uganda","Acholi","Kitgum District","Mucwini Subcounty","Mucwini HC III","Mucwini HC III",433380,187,2022,9,180,126000,125820,1
"qKVewTpVtG6","MOH - Uganda","Acholi","Omoro District","Koro Subcounty","Lakwatomer HC II","Lakwatomer HC II",1150520,222,2022,24,948.299999999999,233172,232223.7,1
"qL3k0Mlcy4u","MOH - Uganda","Bunyoro","Kikuube District","Kyangwali Subcounty","Malembo HC II","Malembo HC II",295220,58,2022,3,1843,116286,114443,1
"qMBXDpWSarC","MOH - Uganda","Tooro","Kamwenge District","Kahunge Town Council","Kyabenda HC III","Kyabenda HC III",7980,32,2022,28,18.95,2152.49999999997,2133.54999999997,1
"qUY4pnk54iJ","MOH - Uganda","Bukedi","Tororo District","Merikit Subcounty","Maliri HC II","Maliri HC II",117000,55,2022,3,888.75,40612.5,39723.75,1
"qebkADihERQ","MOH - Uganda","Bukedi","Kibuku District","Kadama Town Council","Kadama HC III","Kadama HC III",875160,508,2022,26,63553.5,279090,215536.5,1
"qqNrWKGgl1e","MOH - Uganda","Bugisu","Mbale City","Mbale Industrial Division","Bungokho-Mutoto HC III","Bungokho-Mutoto HC III",2555560,75,2022,31,3060,70618.5,67558.5,1
"r6rK4PRzzKv","MOH - Uganda","West Nile","Obongi District","Itula Subcounty","Belameling HC II","Belameling HC II",19962000,201,2022,27,129562.4,4060600.19999995,3931037.79999995,1
"rKGazd2JbUJ","MOH - Uganda","Acholi","Nwoya District","Koch Goma Subcounty","Corom HC II","Corom HC II",530060,166,2022,10,720,82876.4999999999,82156.4999999999,1
"rP3cpyzkW4m","MOH - Uganda","North Central","Nakasongola District","Kakooge Town Council","St. Franciscan HC IV","St. Franciscan HC IV",6660,3,2022,11,214.5,951,736.5,1
"rcKvTPPgRw3","MOH - Uganda","Tooro","Fort Portal City","Northern Division","Rubingo HC II","Rubingo HC II",85121,10,2022,10,3151.25,33227.55,30076.3,1
"resqo4n29Tk","MOH - Uganda","Acholi","Kitgum District","Labongo Amida Subcounty","Gweng-Coo HC II","Gweng-Coo HC II",920340,53,2022,46,1206,179514.000000001,178308.000000001,1
"s4pFdzmNfgg","MOH - Uganda","West Nile","Yumbe District","Kululu Subcounty","Luzira Health Centre HC III","Luzira Health Centre HC III",427140,306,2022,42,1225,65160,63935,1
"s9t3nr6URl3","MOH - Uganda","Kigezi","Kabale District","Kyanamira Subcounty","Muyumbu HC II","Muyumbu HC II",1080360,NA,2022,26,375,4500,4125,1
"sCyAs9yytOk","MOH - Uganda","Busoga","Luuka District","Bukanga Subcounty","Suubi HC III","Suubi HC III",172800,26,2022,31,102.5,24366.8,24264.3,1
"sO5sVDlQBUW","MOH - Uganda","Ankole","Ntungamo District","Kibatsi Subcounty","Rukarango HC II","Rukarango HC II",304446,23,2022,37,1560,48738.2999999992,47178.2999999992,1
"sP8nivenRRh","MOH - Uganda","Bukedi","Tororo District","Rubongi Subcounty","Mudodo HC II","Mudodo HC II",634069,182,2022,30,692.25,104891.449999998,104199.199999998,1
"sbsaajvJPqH","MOH - Uganda","South Central","Sembabule District","Lwebitakuli Subcounty","Ntete HC II","Ntete HC II",197820,42,2022,18,1920,50022.0000000002,48102.0000000002,1
"svmZ7QK3nod","MOH - Uganda","Tooro","Kasese District","Kisinga Subcounty","Kiburara HC II","Kiburara HC II",385200,90,2022,40,2880,80820,77940,1
"tHUpjQaBSgZ","MOH - Uganda","Kampala","Kampala District","Makindye Division","Apollo Memorial Medical center","Apollo Memorial Medical center",21932193,11,2022,26,14.25,2743833.25,2743819,1
"tJVNDcI33wJ","MOH - Uganda","Busoga","Iganga District","Nambale Subcounty","Nambale HC III","Nambale HC III",1227600,204,2022,15,27048,275513.075,248465.075,1
"tMXnyuz6ImO","MOH - Uganda","Kigezi","Kabale District","Kyanamira Subcounty","Kanjobe HC II","Kanjobe HC II",5808,1,2022,49,144,2160,2016,1
"tNKFVZxjvQt","MOH - Uganda","Ankole","Bushenyi District","Nyakabirizi Division","Nyamiko HC III","Nyamiko HC III",10320,6,2022,30,46,3435,3389,1
"tPiPaWz3TIK","MOH - Uganda","South Central","Gomba District","Kyayi Subcounty","Kyayi HC III","Kyayi HC III",100040,13,2022,16,1906,38873.9999999999,36967.9999999999,1
"tX9av6uDVox","MOH - Uganda","South Central","Wakiso District","Kyengera Town Council","Kasenge HC II","Kasenge HC II",315822,14,2022,8,1940.1,99970.6,98030.5,1
"tcaAIOTzAjy","MOH - Uganda","Busoga","Kaliro District","Namwiwa Subcounty","Namwiwa HC III","Namwiwa HC III",1008000,120,2022,7,261,138942,138681,1
"tp8aEj7391V","MOH - Uganda","Ankole","Kazo District","Buremba Subcounty","Kiruhura Ngomba HC II","Kiruhura Ngomba HC II",504000,65,2022,13,2770.4,174095.999999999,171325.599999999,1
"tv8qMylVqWx","MOH - Uganda","Tooro","Bundibugyo District","Bubukwanga Subcounty","Bubukwanga HC III","Bubukwanga HC III",3000060,275,2022,37,3254.875,343935,340680.125,1
"tvKjvN8d4rR","MOH - Uganda","Acholi","Lamwo District","Agoro Subcounty","Agoro HC III","Agoro HC III",714060,44,2022,15,933.249999999999,232806,231872.75,1
"txcjTxewsdC","MOH - Uganda","Busoga","Bugiri District","Nabukalu Subcounty","Nabukalu HC III","Nabukalu HC III",810880,201,2022,37,517.5,183260,182742.5,1
"u5RZ36WcsNN","MOH - Uganda","Acholi","Nwoya District","Lungulu Subcounty","Lulyango HC II","Lulyango HC II",246260,216,2022,24,2700,79560,76860,1
"uDSFrOfKQmE","MOH - Uganda","Ankole","Ntungamo District","Kagarama Town Council","Ihunga (Ntungamo) HC III","Ihunga (Ntungamo) HC III",224533,5,2022,30,1303.75,48846.25,47542.5,1
"uG6WV4UKNaB","MOH - Uganda","Acholi","Nwoya District","Koch Lii Subcounty","Koch Lii HC III","Koch Lii HC III",1218110,NA,2022,13,13064.875,211863.3,198798.425,1
"uIyvgXNXHmG","MOH - Uganda","Tooro","Kasese District","Kitswamba Subcounty","Nkoko HC II","Nkoko HC II",659556,22,2022,22,1026,234072,233046,1
"uXjmJ85M3yr","MOH - Uganda","Bunyoro","Hoima District","Buseruka Subcounty","Buseruka Prison Clinic","Buseruka Prison Clinic",8400,1,2022,17,135.6,1355.1,1219.5,1
"uedWK8hnc7v","MOH - Uganda","Kampala","Kampala District","Makindye Division","Makindye Maternity Home HC II","Makindye Maternity Home HC II",2800,2,2022,18,5.15,287.8,282.65,1
"ugRUoAaYD6f","MOH - Uganda","Kampala","Kampala District","Central Division (Kampala CCA)","Mas Medical Clinic HC II","Mas Medical Clinic HC II",1400,13,2022,42,8.5,443,434.5,1
"uqk1XgbxpCg","MOH - Uganda","West Nile","Maracha District","Alikua Subcounty","Yivu Abea HC III","Yivu Abea HC III",351100,55,2022,18,8307,45846,37539,1
"v19MRLoaChf","MOH - Uganda","Tooro","Kabarole District","Harugogo Subcounty","Nyantaboma HC III","Nyantaboma HC III",93600,77,2022,19,117.275,16379.9999999999,16262.7249999999,1
"vDmdUfmWS3J","MOH - Uganda","North Central","Buvuma District","Nairambi Subcounty","Lukale HC II","Lukale HC II",63000,40,2022,47,180,17212.4999999998,17032.4999999998,1
"vULcvu1i8di","MOH - Uganda","Bunyoro","Kikuube District","Kyangwali Subcounty","Buhuuka HC III","Buhuuka HC III",481400,NA,2022,27,10800,168280.000000001,157480.000000001,1
"va7uRTbKCoJ","MOH - Uganda","North Central","Luwero District","Wobulenzi Town Council","Bukalasa HC III","Bukalasa HC III",846000,31,2022,2,1912.5,329985,328072.5,1
"vhqSTH4VsL4","MOH - Uganda","Tooro","Bundibugyo District","Bundibugyo Town Council","Gadafi Medical Centre HC II","Gadafi Medical Centre HC II",40000,9,2022,27,51,14960,14909,1
"vrGLB32cp8S","MOH - Uganda","Kigezi","Rukungiri District","Nyarushanje Subcounty","Ruyonza HC II","Ruyonza HC II",1426500,NA,2022,9,2134.8,89279.999999996,87145.199999996,1
"vvb5iPrS8Ou","MOH - Uganda","Lango","Apac District","Akokoro Subcounty","Health Link Drugshop","Health Link Drugshop",30000,10,2022,3,62.25,8000,7937.75,1
"wHkTdzF4SpR","MOH - Uganda","Lango","Lira City","Adyel Division","Adyel HC III","Adyel HC III",1067041,29,2022,22,36390.375,154601,118210.625,1
"wpLf3ooCcJu","MOH - Uganda","South Central","Kyotera District","Kirumba Subcounty","St. Martins Domiciliary HC II","St. Martins Domiciliary HC II",2880,20,2022,16,28.75,969,940.25,1
"wse4djDrM7s","MOH - Uganda","Ankole","Ibanda District","Keihangara Subcounty","Rugaaga HC II","Rugaaga HC II",1020272,89,2022,21,86174.25,455224.5,369050.25,1
"x0OMMKUIxlF","MOH - Uganda","Teso","Kaberamaido District","Ochero Subcounty","Kaburepoli HC II","Kaburepoli HC II",771100,84,2022,31,32535,216052.999999998,183517.999999998,1
"x1UaYpPwx6c","MOH - Uganda","Acholi","Gulu City","Gulu West","Gulu Military Hospital","Gulu Military Hospital",2820058,43,2022,48,1226.8,895072,893845.2,1
"x4fr2px73Bq","MOH - Uganda","Lango","Oyam District","Otwal Subcounty","Acokara HC II","Acokara HC II",431740,251,2022,24,540,137340,136800,1
"x8BACC6rZLq","MOH - Uganda","Kampala","Kampala District","Makindye Division","Bulamu Treatment Centre HC II","Bulamu Treatment Centre HC II",192,8,2022,21,5,70.5,65.5,1
"xKKIcgLVH9x","MOH - Uganda","North Central","Kayunga District","Kayunga Town Council","Ntenjeru HC III","Ntenjeru HC III",708480,89,2022,6,409.8,22950,22540.2,1
"xYbII9uvF5o","MOH - Uganda","West Nile","Nebbi District","Parombo Town Council","Parombo HC III","Parombo HC III",2527580,NA,2022,7,720,379344.999999994,378624.999999994,1
"xzB84Cpdcuk","MOH - Uganda","Ankole","Ibanda District","Nyamarebe Subcounty","Nyamarebe HC III","Nyamarebe HC III",70806960,NA,2022,30,52618.5,1973285.9999999,1920667.4999999,1
"yMnNUBDNr21","MOH - Uganda","West Nile","Yumbe District","Kei Subcounty","Kei HC III","Kei HC III",144000,91,2022,18,270.75,36094.5,35823.75,1
"yyYPcgZm4xP","MOH - Uganda","Bugisu","Sironko District","Buwasa Subcounty","Buwasa HC IV","Buwasa HC IV",30005000,43,2022,21,877.5,3974117.5,3973240,1
"zGTxryelOUN","MOH - Uganda","Tooro","Kyegegwa District","Rwentuha Subcounty","Ruhangire HC II","Ruhangire HC II",198000,83,2022,24,4050,55808.9999999993,51758.9999999993,1
"zQLP8CSHRfd","MOH - Uganda","Teso","Kapelebyong District","Akoromit Subcounty","Molly Eriki Maternity Home","Molly Eriki Maternity Home",27603,3,2022,12,1805.4,8825.52499999995,7020.12499999995,1
"zfMY9GBN26I","MOH - Uganda","Acholi","Agago District","Lukole Subcounty","Olung HC II","Olung HC II",648000,59,2022,12,9047.25,221290.199999999,212242.949999999,1
"zpmUD2YzPnn","MOH - Uganda","Bugisu","Kapchorwa District","Central Division (Kapchorwa MC)","Kapchorwa Hospital","Kapchorwa Hospital",1474420,7,2022,10,3045.6,409940.000000004,406894.400000004,1
"zy3p9lNo0dh","MOH - Uganda","Lango","Dokolo District","Dokolo Subcounty","Adagmon HC II","Adagmon HC II",353163,426,2022,44,749.7,134244,133494.3,1
