"location_id","national","region","district","subcounty","facility","location_name","tx_stock","cases","year","week","q1","q3","iqr","potential_outlier"
"MaEE8FrNaK7","MOH - Uganda","North Central","Kayunga District","Busaana Town Council","St. Paul Domiciliary Clinic HC II","St. Paul Domiciliary Clinic HC II",180,16,2022,24,22.6,80.9999999999997,58.3999999999997,1
"MbcT4a29kOV","MOH - Uganda","West Nile","Moyo District","Aluru Subcounty","Opiro HC II","Opiro HC II",1157400,60,2022,26,13680,219977.999999997,206297.999999997,1
"MsrKKJaEXiV","MOH - Uganda","South Central","Lyantonde District","Kaliiro Subcounty","Kaliiro HC III","Kaliiro HC III",199440,82,2022,21,1590.5,41760,40169.5,1
"NNIbG3x0vW4","MOH - Uganda","Busoga","Bugiri District","Eastern Division (Bugiri MC)","Bugiri MC HC III","Bugiri MC HC III",922880,84,2022,50,1539,313667.999999998,312128.999999998,1
"NQaX9PnpOiB","MOH - Uganda","Bunyoro","Kagadi District","Bwikara Subcounty","Bwikara HC III","Bwikara HC III",1872000,149,2022,31,140,579240.000000002,579100.000000002,1
"NmZiWvRQ5nG","MOH - Uganda","Tooro","Kyegegwa District","Mpara Subcounty","Mukondo HC II","Mukondo HC II",766620,408,2022,23,19440,226210,206770,1
"NnCBsNdKT4X","MOH - Uganda","South Central","Wakiso District","Katabi Town Council","Nalugala HC II","Nalugala HC II",688400,17,2022,32,35856,104187.999999998,68331.9999999983,1
"O47np90Wlxj","MOH - Uganda","South Central","Wakiso District","Mende Subcounty","Show Mercy Medical Clinic HC II","Show Mercy Medical Clinic HC II",1189230,NA,2022,39,1062.2,412869.299999999,411807.099999999,1
"OBzDS4sx5fq","MOH - Uganda","South Central","Sembabule District","Mateete Subcounty","Mitete HC II","Mitete HC II",214201,53,2022,38,5043.15,59048.9999999999,54005.8499999999,1
"OZm6EKHBeMU","MOH - Uganda","Busoga","Jinja City","Mafubira Subcounty","St. Benedict's HC III","St. Benedict's HC III",99100,25,2022,28,1592,30970.0000000001,29378.0000000001,1
"OeBKA5gCBXG","MOH - Uganda","Lango","Apac District","Akere Division","Apac Hospital","Apac Hospital",33333540,366,2022,29,123390,2468666.99999991,2345276.99999991,1
"OeJNhyifqPp","MOH - Uganda","Busoga","Luuka District","Bukooma Subcounty","Naigobya Lutheran HC II","Naigobya Lutheran HC II",480,2,2022,10,14.6,172.800000000001,158.200000000001,1
"OoVeZj9sCqA","MOH - Uganda","Tooro","Bundibugyo District","Busunga Town Council","Miracle Medical Center HC II","Miracle Medical Center HC II",2400,24,2022,37,32,840.4,808.4,1
"OwDder9Wkwn","MOH - Uganda","Tooro","Kabarole District","Mugusu Subcounty","Nyabuswa HC III","Nyabuswa HC III",120960,3,2022,9,1080,37817.9999999998,36737.9999999998,1
"PQ5WTEpxw8U","MOH - Uganda","Acholi","Gulu District","Owalo Subcounty","Lugore Prisons HC II","Lugore Prisons HC II",1058640,110,2022,23,75316,145805.999999999,70489.9999999986,1
"PaFDdt89chv","MOH - Uganda","Acholi","Nwoya District","Purongo Subcounty","Wiianaka HC II","Wiianaka HC II",71200,24,2022,23,440,23040,22600,1
"PeqFGkxMSjw","MOH - Uganda","Acholi","Lamwo District","Lamwo Town Council","Pearl Medical Center Clinic","Pearl Medical Center Clinic",6724,5,2022,48,82,1245,1163,1
"Pgi000QNqrV","MOH - Uganda","Kigezi","Kisoro District","Nyarusiza Subcounty","Nyarusiza HC III","Nyarusiza HC III",21600,3,2022,48,165.6,8280,8114.4,1
"Qh9kLj8ETu6","MOH - Uganda","Tooro","Kasese District","Kyarumba Subcounty","St. Francis Of Assis-Kitabu HC III","St. Francis Of Assis-Kitabu HC III",165240,16,2022,6,1080,32760,31680,1
"REtjx4sVLdw","MOH - Uganda","Bukedi","Tororo District","Iyolwa Subcounty","Nyiemera HC II","Nyiemera HC II",564300,NA,2022,38,3900,80496,76596,1
"RXMQeaZcjjG","MOH - Uganda","North Central","Kyankwanzi District","Mulagi Subcounty","Nalinya Ndagire HC III","Nalinya Ndagire HC III",3394200,110,2022,20,8064,54567,46503,1
"RnXpcMWI5Zu","MOH - Uganda","West Nile","Yumbe District","Odravu Subcounty","Abiriamajo HC II","Abiriamajo HC II",14351500,243,2022,43,9002,208311.6,199309.6,1
"RndGp2J7TuE","MOH - Uganda","Ankole","Buhweju District","Kajani Town Council","Butare HC III","Butare HC III",78300,234,2022,18,371.6,10071.15,9699.55,1
"Rt3qVzr4uqK","MOH - Uganda","Karamoja","Moroto District","Katikekile Subcounty","Kakingol HC III","Kakingol HC III",211140,15,2022,4,19800,57240,37440,1
"SElLcUjqrGg","MOH - Uganda","South Central","Kyotera District","Kyotera Town Council","Mitukula HC III","Mitukula HC III",1551460,85,2022,3,58200,152640,94440,1
"SF33CGHTeUn","MOH - Uganda","Acholi","Pader District","Atanga Town Council","Atanga HC III","Atanga HC III",708020,129,2022,46,420,95220,94800,1
"SG6IU1tMViT","MOH - Uganda","Kampala","Kampala District","Rubaga Division","Upland Clinic (Nateete) HC II","Upland Clinic (Nateete) HC II",120,NA,2022,46,2.8,44.4000000000001,41.6000000000001,1
"SYB67Y2wfuD","MOH - Uganda","South Central","Sembabule District","Sembabule Town Council","Ssembabule HC IV","Ssembabule HC IV",1351800,88,2022,26,4198.8,147816,143617.2,1
"Sg3h27N489f","MOH - Uganda","Tooro","Kamwenge District","Biguli Town Council","Biguli HC III","Biguli HC III",1537020,202,2022,17,38944,439442.999999998,400498.999999998,1
"Sj7ljAIcmjq","MOH - Uganda","Teso","Amuria District","Asamuk Subcounty","Asamuk HC III","Asamuk HC III",796860,294,2022,44,91620,215298,123678,1
"SotbYUljYZa","MOH - Uganda","Bukedi","Tororo District","Paya Subcounty","Paya HC III","Paya HC III",1455880,539,2022,29,399.6,163512,163112.4,1
"SpjkBGXlDXd","MOH - Uganda","Tooro","Kyegegwa District","Kasule Subcounty","Bugogo HC II","Bugogo HC II",523400,60,2022,43,2877.4,112410.999999999,109533.599999999,1
"SuNPmvsGklv","MOH - Uganda","Bunyoro","Hoima District","Buseruka Subcounty","Kabaale HC III","Kabaale HC III",691200,101,2022,37,5571,118439.999999997,112868.999999997,1
"T2B10TYgbU5","MOH - Uganda","Bunyoro","Kikuube District","Kiziranfumbi Subcounty","Munteme HC III","Munteme HC III",24840,NA,2022,26,30,2894.40000000003,2864.40000000003,1
"TEmxmKVJJPa","MOH - Uganda","Kigezi","Kisoro District","Nyabwishenya Subcounty","Gasovu HC III","Gasovu HC III",18010,3,2022,23,720,6645.39999999998,5925.39999999998,1
"TGO08DZfxK1","MOH - Uganda","Lango","Apac District","Apoi Subcounty","Ayago HC II","Ayago HC II",461040,60,2022,17,1980,77400,75420,1
"TlxoPDOx1hp","MOH - Uganda","South Central","Sembabule District","Ntuusi Subcounty","Bulongo HC II","Bulongo HC II",98640,21,2022,9,1464,37080.0000000001,35616.0000000001,1
"Tx5FyPUZlLM","MOH - Uganda","South Central","Rakai District","Byakabanda Subcounty","Kyempewo HC II","Kyempewo HC II",1103680,182,2022,32,68580,151546.5,82966.5,1
"Tyxrv2J0s0m","MOH - Uganda","Karamoja","Abim District","Nyakwae Subcounty","Oreta HC II","Oreta HC II",564300,NA,2022,37,207,75762,75555,1
"U1aETxtSI4A","MOH - Uganda","Karamoja","Karenga District","Kapedo Subcounty","Kapedo HC III","Kapedo HC III",465580,57,2022,48,121941,218727,96785.9999999999,1
"U4VqFHT72Eu","MOH - Uganda","Tooro","Bundibugyo District","Busunga Town Council","Busunga HC II","Busunga HC II",731216,64,2022,26,29016,199085.25,170069.25,1
"UJeBuAmnnuk","MOH - Uganda","Karamoja","Moroto District","Northern Division (Moroto MC)","Dmos Clinic HC II","Dmos Clinic HC II",52200,92,2022,39,571.75,17095.5,16523.75,1
"UWGEublptUq","MOH - Uganda","Tooro","Kasese District","Bwera Subcounty","Bwera Prison Clinic","Bwera Prison Clinic",8954,NA,2022,4,1296,4102.39999999999,2806.39999999999,1
"UjzNIbYwQ7x","MOH - Uganda","North Central","Mukono District","Seeta-Namuganga Subcounty","Seeta Kasawo HC II","Seeta Kasawo HC II",217800,53,2022,4,7146.6,53324.9999999997,46178.3999999997,1
"UshPWo8oKzc","MOH - Uganda","Tooro","Kasese District","Mahango Subcounty","Mahango HC III","Mahango HC III",1060480,NA,2022,36,1161,160418.499999999,159257.499999999,1
"V1elCZIHIcR","MOH - Uganda","Kampala","Kampala District","Central Division (Kampala CCA)","Norvik Hospital","Norvik Hospital",1095,10,2022,44,43.2,205.5,162.3,1
"V27Y8nNYfSH","MOH - Uganda","Kigezi","Rukiga District","Kamwezi Subcounty","Nyakihanga HC II","Nyakihanga HC II",8000,NA,2022,8,108.7,2345,2236.3,1
"V82U3uA6Zbp","MOH - Uganda","Ankole","Kiruhura District","Kiruhura Town Council","Kiruhura Nyakasharara HC II","Kiruhura Nyakasharara HC II",52380,3,2022,37,2376,15840,13464,1
"VXTxQRCiH2C","MOH - Uganda","South Central","Mpigi District","Muduma Subcounty","Nswanjere HC III","Nswanjere HC III",128880,13,2022,51,460.8,19692.0000000002,19231.2000000002,1
"VxVlteqdqp3","MOH - Uganda","Kampala","Kampala District","Central Division (Kampala CCA)","Mengo Doctors Clinic HC II","Mengo Doctors Clinic HC II",4821,5,2022,47,48,698.100000000007,650.100000000007,1
"W0HJiRNXyec","MOH - Uganda","Bukedi","Budaka District","Nansanga Subcounty","Nansanga HC III","Nansanga HC III",530100,283,2022,36,900,157680,156780,1
"W5vxwFIhtEY","MOH - Uganda","Ankole","Ibanda District","Ishongororo Town Council","Kiburara Prison HC II","Kiburara Prison HC II",440644,20,2022,10,38442,78462,40020,1
"WHVbek1utH5","MOH - Uganda","West Nile","Moyo District","Aluru Subcounty","Lama HC III","Lama HC III",1369440,47,2022,4,11482.7,383660.999999998,372178.299999998,1
"WY3yVWM5gaL","MOH - Uganda","Teso","Soroti District","Gweri Subcounty","Gweri HC III","Gweri HC III",850850,155,2022,42,720,244620,243900,1
"WgmL7qQcVxV","MOH - Uganda","Acholi","Kitgum District","Labongo Layamo Subcounty","Loborom HC III","Loborom HC III",774400,370,2022,40,2016,295174.999999999,293158.999999999,1
"WiDK75EptX5","MOH - Uganda","Kigezi","Kanungu District","Kihihi Town Council","Kihihi HC IV","Kihihi HC IV",1127260,54,2022,31,55440,188932.5,133492.5,1
"Wmc36bI5m96","MOH - Uganda","Ankole","Ibanda District","Bufunda Division","Bufunda HC III","Bufunda HC III",2539870,66,2022,27,19242,252783,233541,1
"WqoBdlGeBgn","MOH - Uganda","North Central","Mityana District","Ttamu Division","Magala HC III","Magala HC III",1870920,50,2022,18,16720,396121,379401,1
"Wtx8GzEga6v","MOH - Uganda","Tooro","Bundibugyo District","Nyahuka Town Council","Nyahuka HC IV","Nyahuka HC IV",660960,276,2022,30,10638.5,236812.5,226174,1
"X3ZIaE3ccDb","MOH - Uganda","Tooro","Kasese District","Nyakiyumbu Subcounty","Mushenene HC III","Mushenene HC III",90000,10,2022,28,176.4,18179.9999999998,18003.5999999998,1
"X7iYabwpJfR","MOH - Uganda","South Central","Kyotera District","Mutukula Town Council","Mutukula HC III","Mutukula HC III",658600,72,2022,8,2010,77975,75965,1
"XI4OsjZYmtZ","MOH - Uganda","Tooro","Kasese District","Nyamwamba Division","Kasese Municipal Council HC III","Kasese Municipal Council HC III",569400,144,2022,40,1150,217005,215855,1
"XJMwYIWSmOO","MOH - Uganda","Bukedi","Tororo District","Iyolwa Subcounty","Iyolwa HC III","Iyolwa HC III",1047900,NA,2022,31,5273,252487.199999999,247214.199999999,1
"XRMXI2fhgoK","MOH - Uganda","Tooro","Kyenjojo District","Butiiti Town Council","Butiiti HC III","Butiiti HC III",702000,66,2022,52,64683,246600,181917,1
"XazfKCvCCLS","MOH - Uganda","Lango","Amolatar District","Amolatar Town Council","Amolatar HC IV","Amolatar HC IV",1082480,315,2022,24,1008,184938.999999997,183930.999999997,1
"XwhywEC2nrF","MOH - Uganda","South Central","Rakai District","Kiziba Subcounty (Rakai District)","Lwensinga HC II","Lwensinga HC II",8746200,140,2022,46,93096,962256.2,869160.2,1
"Y6HWuEiOwo8","MOH - Uganda","Acholi","Nwoya District","Anaka Town Council","St. Francis HC II","St. Francis HC II",60000,32,2022,13,741.6,17984,17242.4,1
"Y7AAzZu1IrM","MOH - Uganda","North Central","Kayunga District","Nazigo Town Council","Nazigo HC III","Nazigo HC III",799200,90,2022,9,9936,145354.499999997,135418.499999997,1
"YQHYY7tXAcO","MOH - Uganda","Kigezi","Rukungiri District","Eastern Division (Rukungiri MC)","North Kigezi HC IV","North Kigezi HC IV",95494,5,2022,52,64,4734.5,4670.5,1
"YkSJ96XhKro","MOH - Uganda","Bukedi","Kibuku District","Bulangira Subcounty","Bulangira HC III","Bulangira HC III",2101060,468,2022,27,3384,802126.000000002,798742.000000002,1
"Z3WlLWhRcDR","MOH - Uganda","Lango","Otuke District","Okwang Subcounty","Barocok HC II","Barocok HC II",1215001,54,2022,31,6918,462115.074999997,455197.074999997,1
"Zd0CL5Qng0B","MOH - Uganda","Karamoja","Kaabong District","Kaabong West Subcounty","Kaabong Prison HC II","Kaabong Prison HC II",39960,77,2022,23,46.6,10596.7,10550.1,1
"ZqwV5PWv4Pt","MOH - Uganda","Tooro","Bundibugyo District","Tokwe Subcounty","Kanyamwirima Army HC III","Kanyamwirima Army HC III",527760,165,2022,19,7655,112342.5,104687.5,1
"a1H4RSyoXOj","MOH - Uganda","Tooro","Kyegegwa District","Hapuuyo Subcounty","Hapuuyo HC III","Hapuuyo HC III",1011060,44,2022,35,29650,149998,120348,1
"a4WmbJQWIME","MOH - Uganda","Acholi","Lamwo District","Padibe East Subcounty","Katum HC II","Katum HC II",1110160,184,2022,19,1718,155346.2,153628.2,1
"a5lQTv6RKkm","MOH - Uganda","South Central","Kalungu District","Bukulula Subcounty","Kiti HC III","Kiti HC III",483200,63,2022,24,1497.8,57204,55706.2,1
"a671pOYElqv","MOH - Uganda","Kigezi","Rukungiri District","Eastern Division (Rukungiri MC)","Rukungiri Prisons HC II","Rukungiri Prisons HC II",79200,NA,2022,52,11520,34080,22560,1
"a6c8cXzJtGP","MOH - Uganda","South Central","Mpigi District","Kiringente Subcounty","Watoto HC II","Watoto HC II",4428,3,2022,6,32.3,1000,967.7,1
"a9YZv6zCYxO","MOH - Uganda","West Nile","Madi-Okollo District","Okollo Subcounty","Oyima HC III","Oyima HC III",2637702,72,2022,21,67860,390793.049999997,322933.049999997,1
"aAAa6d3Ohyf","MOH - Uganda","Bukedi","Busia District","Western Division (Busia MC)","Nabulola HC III","Nabulola HC III",3094,5,2022,36,142.25,1195.8,1053.55,1
"aBkmoTyWd0a","MOH - Uganda","Karamoja","Moroto District","Nadunget Subcounty","Nadunget HC III","Nadunget HC III",648800,197,2022,40,55728,279972,224244,1
"aC295RRdALc","MOH - Uganda","Kampala","Kampala District","Makindye Division","Safeguard Nursing Home Clinic HC II","Safeguard Nursing Home Clinic HC II",1202,5,2022,34,20,345.099999999997,325.099999999997,1
"aCfdOhOH9ni","MOH - Uganda","Karamoja","Kotido District","Western Division (Kotido MC)","Kanawat HC III","Kanawat HC III",498660,43,2022,5,24660,89617.5,64957.5,1
"aFLv0Mbd84E","MOH - Uganda","West Nile","Moyo District","Lefori Subcounty","Gwere HC II","Gwere HC II",567000,24,2022,10,12024,205992.000000001,193968.000000001,1
"aFuRtjSdg4X","MOH - Uganda","North Central","Mityana District","Ssekanyonyi  Town Council","Ssekanyonyi HC IV","Ssekanyonyi HC IV",1188440,31,2022,10,720,392555,391835,1
"aHrBkRnFBmb","MOH - Uganda","Busoga","Mayuge District","Bwondha Town Council","Bwondha HC II","Bwondha HC II",361580,103,2022,27,657,87481.9999999991,86824.9999999991,1
"aHuJWP6FfFo","MOH - Uganda","Ankole","Isingiro District","Rugaaga Subcounty","Rugaaga HC IV","Rugaaga HC IV",197136,77,2022,15,1332,45907.2,44575.2,1
"aJHHl6ynpb3","MOH - Uganda","Ankole","Sheema District","Kashozi Division","Kashozi (Kashozi) HC III","Kashozi (Kashozi) HC III",144220,1,2022,17,4914,20549.5,15635.5,1
"aKoVWgIufTx","MOH - Uganda","Acholi","Agago District","Arum Subcounty","Acholpii HC III","Acholpii HC III",1443100,129,2022,2,70120,421110,350990,1
"aNM5X9P50rl","MOH - Uganda","Acholi","Agago District","Lira Palwo Subcounty","Lira Palwo HC III","Lira Palwo HC III",849696,109,2022,46,850,221340,220490,1
"aNW8E8PWwck","MOH - Uganda","Acholi","Lamwo District","Palabek Gem Subcounty","Palabek-Gem HC III","Palabek-Gem HC III",1232660,227,2022,25,1080,272268,271188,1
"aOoSM1O7H9D","MOH - Uganda","Teso","Kumi District","Atutur Subcounty","Atutur Hospital","Atutur Hospital",5314200,434,2022,45,196180,499590,303410,1
"aP04v4fQbSd","MOH - Uganda","Lango","Dokolo District","Kangai Subcounty","Kangai HC III","Kangai HC III",838880,112,2022,4,9813.6,180792,170978.4,1
"aQTBvjHZAw9","MOH - Uganda","Tooro","Kabarole District","Busoro Subcounty","Kaswa HC III","Kaswa HC III",112400,50,2022,30,720,39760.0000000003,39040.0000000003,1
"aR0P43jcGZM","MOH - Uganda","Kigezi","Rukungiri District","Kebisoni Town Council","Garubunda HC II","Garubunda HC II",264674,3,2022,32,14714,26762,12048,1
"aTbmzoEvT5z","MOH - Uganda","South Central","Kalungu District","Kyamuliibwa Town Council","St. Joseph Of the Good Shepherd Kyamulibwa HC IV","St. Joseph Of the Good Shepherd Kyamulibwa HC IV",90000,23,2022,16,890.3,9702.5,8812.2,1
"aVEGxoGe7RS","MOH - Uganda","Bugisu","Mbale District","Bumbobi Subcounty","Naiku HC III","Naiku HC III",309600,140,2022,29,30,52141.4999999996,52111.4999999996,1
"aWtkpwtp9JE","MOH - Uganda","Kampala","Kampala District","Central Division (Kampala CCA)","Adventist Medical Centre HC III","Adventist Medical Centre HC III",212151,7,2022,4,100.8,25751.1000000003,25650.3000000003,1
"aXGjPN0urzK","MOH - Uganda","West Nile","Koboko District","Northern Division (Koboko MC)","Koboko Mission HC III","Koboko Mission HC III",100800,30,2022,29,61.2,26027.9999999998,25966.7999999998,1
"aXspFLZSsut","MOH - Uganda","Tooro","Kasese District","Karusandara Subcounty","Kanamba HC III","Kanamba HC III",73380,28,2022,44,801,23485.4999999998,22684.4999999998,1
"aZV3z5WZnpC","MOH - Uganda","Ankole","Isingiro District","Kashumba Subcounty","Kigaragara HC II","Kigaragara HC II",41120,6,2022,4,870,10926,10056,1
"aaNmTnGylMb","MOH - Uganda","South Central","Kalangala District","Mugoye Subcounty","St. Elizabeth Bumangi HC III","St. Elizabeth Bumangi HC III",30060,2,2022,29,1350,7537.5,6187.5,1
"acJji9Ruj5T","MOH - Uganda","North Central","Kiboga District","Kiboga Town Council","Kiboga Hospital","Kiboga Hospital",1456200,57,2022,52,31392,451152.000000002,419760.000000002,1
"adofLhuj4HH","MOH - Uganda","North Central","Luwero District","Luwero Town Council","Bishop Ascili Hospital","Bishop Ascili Hospital",83700,14,2022,1,8748,25164,16416,1
"aerTdJxlEQh","MOH - Uganda","Ankole","Bushenyi District","Kyamuhunga Town Council","Kyamuhunga HC III","Kyamuhunga HC III",59400,53,2022,29,693,21937.4999999998,21244.4999999998,1
"ahzk9fymop1","MOH - Uganda","Teso","Kumi District","Ongino Subcounty","Kumi (Ongino) Hospital","Kumi (Ongino) Hospital",57930,25,2022,9,1461,13016.125,11555.125,1
"akKqxsRNtae","MOH - Uganda","Bukedi","Butebo District","Kabwangasi Subcounty","Kabwangasi HC III","Kabwangasi HC III",3024,81,2022,52,6.25,407.875,401.625,1
"al7HcOssdLZ","MOH - Uganda","Teso","Kumi District","Kanyum Subcounty","Kanyum HC III","Kanyum HC III",1110700,161,2022,13,5224,258286.5,253062.5,1
"alzpRLW14i8","MOH - Uganda","South Central","Kyotera District","Kirumba Subcounty","Kirumba HC III","Kirumba HC III",508320,58,2022,34,2214,163799.999999999,161585.999999999,1
"aq5a4s4nH5n","MOH - Uganda","South Central","Wakiso District","Gombe Division","Buwambo HC IV","Buwambo HC IV",61500,53,2022,37,721,21907.7499999999,21186.7499999999,1
"aqHWU5eZqU1","MOH - Uganda","Lango","Otuke District","Adwari Subcounty","Okwongo HC III","Okwongo HC III",725852,75,2022,7,6,247441.05,247435.05,1
"arSaR3TWlZL","MOH - Uganda","Teso","Kapelebyong District","Acowa Subcounty","Ajeleik HC II","Ajeleik HC II",557720,105,2022,36,115380,241553.999999999,126173.999999999,1
"arpYxB8jsNy","MOH - Uganda","West Nile","Maracha District","Nyadri Subcounty","St. Josephs Maracha Hospital","St. Josephs Maracha Hospital",30480,44,2022,15,549.6,3979.5,3429.9,1
"asZMKtqcAd9","MOH - Uganda","Acholi","Gulu City","Gulu East","Victory Medical Centre Clinic (Laroo) HC II","Victory Medical Centre Clinic (Laroo) HC II",6400,41,2022,48,124,835.875,711.875,1
"au6l6u0QySf","MOH - Uganda","Ankole","Isingiro District","Kashumba Subcounty","Juru HC III","Juru HC III",572240,215,2022,22,3104,103428,100324,1
"avv19jEKJvK","MOH - Uganda","Bunyoro","Hoima District","Kyabigambire Subcounty","Kisabagwa HC II","Kisabagwa HC II",418340,NA,2022,40,3830.1,82776.5,78946.4,1
"axKQfN9J4OH","MOH - Uganda","Busoga","Iganga District","Bulamagi Subcounty","Nawansinge HC II","Nawansinge HC II",971576,301,2022,10,7138,116607.55,109469.55,1
"aySqIA0RRpH","MOH - Uganda","Tooro","Bundibugyo District","Kaghema Town Council","Kisuba HC III","Kisuba HC III",412740,96,2022,37,1186,133519.5,132333.5,1
"aznzYiSnKLj","MOH - Uganda","Lango","Kole District","Okwerodot Subcounty","Ayara HC II","Ayara HC II",271500,26,2022,1,1800,80934.0000000003,79134.0000000003,1
"b73ibKZriwG","MOH - Uganda","West Nile","Obongi District","Itula Subcounty","Belle HC III","Belle HC III",4141900,59,2022,17,173817,554049,380232,1
"b9niqLqoyqP","MOH - Uganda","Busoga","Kamuli District","Butansi Subcounty","Bugeywa HC II","Bugeywa HC II",55440,108,2022,40,63,7109.99999999999,7046.99999999999,1
"bNJSSr6ehbY","MOH - Uganda","Lango","Kwania District","Aduku Town Council","Premier Drugshop","Premier Drugshop",10200,20,2022,8,408.9,2251.2,1842.3,1
"bQIMnhjAURl","MOH - Uganda","North Central","Kiboga District","Dwaniro Subcounty","Katalama HC II","Katalama HC II",622080,52,2022,22,28278,78660,50382,1
"bqIC42408Ia","MOH - Uganda","Karamoja","Napak District","Iriiri Subcounty","Naturumrum HC II","Naturumrum HC II",24840,13,2022,2,180,9720,9540,1
"c4QCM3YpqqE","MOH - Uganda","South Central","Lwengo District","Ndagwe Subcounty","Makondo HC II","Makondo HC II",68100,29,2022,47,390,25792.5,25402.5,1
"c9Fq5DlB3y5","MOH - Uganda","Kigezi","Kabale District","Katuna Town Council","Kamuganguzi HC III","Kamuganguzi HC III",29420,4,2022,50,3429,5760,2331,1
"cH31iXt96SZ","MOH - Uganda","Kampala","Kampala District","Rubaga Division","Royal Hill Cross Clinic HC II","Royal Hill Cross Clinic HC II",48,NA,2022,41,3,18,15,1
"cQlhVgIOXko","MOH - Uganda","South Central","Kalungu District","Lukaya Town Council","Mukwano Medical Centre HC II","Mukwano Medical Centre HC II",2160,37,2022,32,48,756,708,1
"cStwSlODOpK","MOH - Uganda","Acholi","Gulu District","Paicho Subcounty","Kal Alii HC II","Kal Alii HC II",207000,47,2022,29,360,52776.0000000002,52416.0000000002,1
"ccY5TpGvBqo","MOH - Uganda","West Nile","Madi-Okollo District","Rhino Camp Town Council","Rhino Camp HC IV","Rhino Camp HC IV",770400,NA,2022,44,1587,253260,251673,1
"chZoz7gPbkz","MOH - Uganda","South Central","Lwengo District","Lwengo Town Council","St Paul Medical Centre HC II","St Paul Medical Centre HC II",37500,18,2022,37,36.1,14728.5,14692.4,1
"ci2uaeBv4Jg","MOH - Uganda","Ankole","Bushenyi District","Nyabubare Subcounty","Nyabubare HC III","Nyabubare HC III",82280,NA,2022,33,1789.5,24652.4999999997,22862.9999999997,1
"ci6s0lgQqFZ","MOH - Uganda","Bukedi","Pallisa District","Gogonyo Subcounty","Gogonyo HC III","Gogonyo HC III",3715200,115,2022,1,312.5,1175452.125,1175139.625,1
"cqExOqLOqNY","MOH - Uganda","West Nile","Moyo District","Octe Subcounty","Ori HC II","Ori HC II",1183040,86,2022,44,61638,459750.999999999,398112.999999999,1
"czyJDi9E4Y4","MOH - Uganda","Tooro","Kyegegwa District","Kigambo Subcounty","Kigambo HC III","Kigambo HC III",572228,48,2022,17,2808,73800.1999999993,70992.1999999993,1
"d3ugFJbENWb","MOH - Uganda","Tooro","Kamwenge District","Bigodi Town Council","Bigodi HC III","Bigodi HC III",1238080,67,2022,21,18148.4,408752.000000003,390603.600000003,1
"d6BLcmYUPVy","MOH - Uganda","Bunyoro","Hoima City","Kasingo Ward","Bacayaya HC II","Bacayaya HC II",997250,NA,2022,26,23883,262654.499999999,238771.499999999,1
"dJd3ohZ6VTQ","MOH - Uganda","Bukedi","Budaka District","Budaka Town Council","Namengo HC III","Namengo HC III",52030,29,2022,52,398,16380,15982,1
"dQprl8P1Uae","MOH - Uganda","South Central","Wakiso District","Nansana Division","Nurture Africa II Special Clinic","Nurture Africa II Special Clinic",84,8,2022,12,2.1,25.9,23.8,1
"dUTmAyJW63T","MOH - Uganda","Tooro","Kasese District","Kilembe Subcounty","Kalibu HC III","Kalibu HC III",57422,10,2022,25,71.3,18298.8499999999,18227.5499999999,1
"dfFefs1HDIs","MOH - Uganda","Karamoja","Karenga District","Lobalangit Subcounty","Lobalangit HC III","Lobalangit HC III",431740,91,2022,20,25002,83160,58158,1
"dusS2wts7ax","MOH - Uganda","Teso","Kaberamaido District","Kaberamaido Town Council","Kaberamaido COU (Alem) HC II","Kaberamaido COU (Alem) HC II",1260,20,2022,41,53,469.8,416.8,1
"dzGy5bmukHt","MOH - Uganda","Ankole","Kiruhura District","Rwenshande Sub county","Rwenshande HC III","Rwenshande HC III",98480,51,2022,8,1730.4,39856.0000000002,38125.6000000002,1
"e1pByDp3Nxo","MOH - Uganda","North Central","Nakasongola District","Nakasongola Town Council","Nakasongola Prisons HC III","Nakasongola Prisons HC III",7020000,11,2022,40,3420,1985744.99999999,1982324.99999999,1
"err2diilQ8C","MOH - Uganda","Acholi","Agago District","Parabongo Subcounty","Pakor HC II","Pakor HC II",143107688,183,2022,22,16392,129780,113388,1
"esaIYgP3vSp","MOH - Uganda","South Central","Kyotera District","Kasasa Subcounty","St. Jude Sanje HC II","St. Jude Sanje HC II",70920,42,2022,52,486,10971,10485,1
"fOjYXPjN0QN","MOH - Uganda","South Central","Rakai District","Ddwaniro Subcounty (Rakai District)","Kayonza Ddwaniro HC II","Kayonza Ddwaniro HC II",778644,37,2022,10,120480,162149.4,41669.4,1
"fW5SLVqgqDx","MOH - Uganda","Bukedi","Kibuku District","Lwatama Subcounty","Kibuku Lwatama HC II","Kibuku Lwatama HC II",2449840,235,2022,25,3643.2,386002.999999994,382359.799999994,1
"fctfxQy7JeK","MOH - Uganda","Ankole","Isingiro District","Kakamba Subcounty","Rurongo HC III","Rurongo HC III",119620,58,2022,15,1104,44694,43590,1
"ffWIgtfMjjH","MOH - Uganda","Kampala","Kampala District","Nakawa Division","Goodday Clinic HC II","Goodday Clinic HC II",240,18,2022,9,8.2,79.625,71.425,1
"fzBgyH6ixVC","MOH - Uganda","North Central","Luwero District","Kikyusa Subcounty","Holy Cross - Kikyusa HC III","Holy Cross - Kikyusa HC III",15430,13,2022,20,14,4763.34999999998,4749.34999999998,1
